59,161,256
353.8714999999999,845.9883000000001,1312.1979000000001
371.37712,883.3268999999998,1373.7881
396.4632099999999,947.9926999999998,1459.5862
427.86309000000006,1025.2830999999999,1559.9554000000005
538.9362499999999,1289.644,1961.2724999999998
714.2306799999999,1768.3657099999998,2665.688600000001
745.3475899999999,1834.7514000000006,2834.8648000000003
758.1815200000001,1866.4422000000004,2887.8752
770.9053999999999,1902.1394999999998,2932.7469000000015
794.78339,1933.1326000000004,2990.7487
915.6624199999994,2150.0644000000007,3224.4295000000006
